fragmento_buscado,fragmento_encontrado,distancia,archivo_texto,numero_linea_texto,linea_texto,seccion_diccionario,topico,metodo,umbral_usado,pos_in_line
vivamus mea lesbia,vivamus mea lesbia,0,Catulo_Carmen_005.txt,1,"Vivamus, mea Lesbia, atque amemus,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,,0
vivamus mea lesbia,vivamus mea lesbia,0,Catulo_Carmen_005.txt,1,"Vivamus, mea Lesbia, atque amemus,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,1,0
mea lesbia atque,mea lesbia atque,0,Catulo_Carmen_005.txt,1,"Vivamus, mea Lesbia, atque amemus,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,,0
mea lesbia atque,mea lesbia atque,0,Catulo_Carmen_005.txt,1,"Vivamus, mea Lesbia, atque amemus,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,1,0
lesbia atque amemus,lesbia atque amemus,0,Catulo_Carmen_005.txt,1,"Vivamus, mea Lesbia, atque amemus,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,,0
lesbia atque amemus,lesbia atque amemus,0,Catulo_Carmen_005.txt,1,"Vivamus, mea Lesbia, atque amemus,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,1,0
vivamus mea lesbia atque,vivamus mea lesbia atque,0,Catulo_Carmen_005.txt,1,"Vivamus, mea Lesbia, atque amemus,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,,0
vivamus mea lesbia atque,vivamus mea lesbia atque,0,Catulo_Carmen_005.txt,1,"Vivamus, mea Lesbia, atque amemus,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,1,0
mea lesbia atque amemus,mea lesbia atque amemus,0,Catulo_Carmen_005.txt,1,"Vivamus, mea Lesbia, atque amemus,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,,0
mea lesbia atque amemus,mea lesbia atque amemus,0,Catulo_Carmen_005.txt,1,"Vivamus, mea Lesbia, atque amemus,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,1,0
vivamus mea lesbia atque amemus,vivamus mea lesbia atque amemus,0,Catulo_Carmen_005.txt,1,"Vivamus, mea Lesbia, atque amemus,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,texto_completo,,0
vivamus mea lesbia atque amemus,vivamus mea lesbia atque amemus,0,Catulo_Carmen_005.txt,1,"Vivamus, mea Lesbia, atque amemus,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,texto_completo,1,0
rumoresque senum severiorum,rumoresque senum severiorum,0,Catulo_Carmen_005.txt,2,rumoresque senum severiorum,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,texto_completo,,0
rumoresque senum severiorum,rumoresque senum severiorum,0,Catulo_Carmen_005.txt,2,rumoresque senum severiorum,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,texto_completo,1,0
omnes unius aestimemus,omnes unius aestimemus,0,Catulo_Carmen_005.txt,3,omnes unius aestimemus assis.,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,,0
omnes unius aestimemus,omnes unius aestimemus,0,Catulo_Carmen_005.txt,3,omnes unius aestimemus assis.,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,1,0
unius aestimemus assis,unius aestimemus assis,0,Catulo_Carmen_005.txt,3,omnes unius aestimemus assis.,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,,0
unius aestimemus assis,unius aestimemus assis,0,Catulo_Carmen_005.txt,3,omnes unius aestimemus assis.,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,1,0
omnes unius aestimemus assis,omnes unius aestimemus assis,0,Catulo_Carmen_005.txt,3,omnes unius aestimemus assis.,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,texto_completo,,0
omnes unius aestimemus assis,omnes unius aestimemus assis,0,Catulo_Carmen_005.txt,3,omnes unius aestimemus assis.,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,texto_completo,1,0
soles occidere et,soles occidere et,0,Catulo_Carmen_005.txt,4,soles occidere et redire possunt:,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,,0
soles occidere et,soles occidere et,0,Catulo_Carmen_005.txt,4,soles occidere et redire possunt:,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,1,0
occidere et redire,occidere et redire,0,Catulo_Carmen_005.txt,4,soles occidere et redire possunt:,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,,0
occidere et redire,occidere et redire,0,Catulo_Carmen_005.txt,4,soles occidere et redire possunt:,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,1,0
et redire possunt,et redire possunt,0,Catulo_Carmen_005.txt,4,soles occidere et redire possunt:,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,,0
et redire possunt,et redire possunt,0,Catulo_Carmen_005.txt,4,soles occidere et redire possunt:,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,1,0
soles occidere et redire,soles occidere et redire,0,Catulo_Carmen_005.txt,4,soles occidere et redire possunt:,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,,0
soles occidere et redire,soles occidere et redire,0,Catulo_Carmen_005.txt,4,soles occidere et redire possunt:,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,1,0
occidere et redire possunt,occidere et redire possunt,0,Catulo_Carmen_005.txt,4,soles occidere et redire possunt:,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,,0
occidere et redire possunt,occidere et redire possunt,0,Catulo_Carmen_005.txt,4,soles occidere et redire possunt:,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,1,0
soles occidere et redire possunt,soles occidere et redire possunt,0,Catulo_Carmen_005.txt,4,soles occidere et redire possunt:,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,texto_completo,,0
soles occidere et redire possunt,soles occidere et redire possunt,0,Catulo_Carmen_005.txt,4,soles occidere et redire possunt:,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,texto_completo,1,0
nobis cum semel,nobis cum semel,0,Catulo_Carmen_005.txt,5,"nobis, cum semel occidit brevis lux,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,,0
nobis cum semel,nobis cum semel,0,Catulo_Carmen_005.txt,5,"nobis, cum semel occidit brevis lux,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,1,0
cum semel occidit,cum semel occidit,0,Catulo_Carmen_005.txt,5,"nobis, cum semel occidit brevis lux,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,,0
cum semel occidit,cum semel occidit,0,Catulo_Carmen_005.txt,5,"nobis, cum semel occidit brevis lux,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,1,0
semel occidit brevis,semel occidit brevis,0,Catulo_Carmen_005.txt,5,"nobis, cum semel occidit brevis lux,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,,0
semel occidit brevis,semel occidit brevis,0,Catulo_Carmen_005.txt,5,"nobis, cum semel occidit brevis lux,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,1,0
occidit brevis lux,occidit brevis lux,0,Catulo_Carmen_005.txt,5,"nobis, cum semel occidit brevis lux,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,,0
occidit brevis lux,occidit brevis lux,0,Catulo_Carmen_005.txt,5,"nobis, cum semel occidit brevis lux,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,1,0
nobis cum semel occidit,nobis cum semel occidit,0,Catulo_Carmen_005.txt,5,"nobis, cum semel occidit brevis lux,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,,0
nobis cum semel occidit,nobis cum semel occidit,0,Catulo_Carmen_005.txt,5,"nobis, cum semel occidit brevis lux,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,1,0
cum semel occidit brevis,cum semel occidit brevis,0,Catulo_Carmen_005.txt,5,"nobis, cum semel occidit brevis lux,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,,0
cum semel occidit brevis,cum semel occidit brevis,0,Catulo_Carmen_005.txt,5,"nobis, cum semel occidit brevis lux,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,1,0
semel occidit brevis lux,semel occidit brevis lux,0,Catulo_Carmen_005.txt,5,"nobis, cum semel occidit brevis lux,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,,0
semel occidit brevis lux,semel occidit brevis lux,0,Catulo_Carmen_005.txt,5,"nobis, cum semel occidit brevis lux,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,1,0
nobis cum semel occidit brevis,nobis cum semel occidit brevis,0,Catulo_Carmen_005.txt,5,"nobis, cum semel occidit brevis lux,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,,0
nobis cum semel occidit brevis,nobis cum semel occidit brevis,0,Catulo_Carmen_005.txt,5,"nobis, cum semel occidit brevis lux,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,1,0
cum semel occidit brevis lux,cum semel occidit brevis lux,0,Catulo_Carmen_005.txt,5,"nobis, cum semel occidit brevis lux,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,,0
cum semel occidit brevis lux,cum semel occidit brevis lux,0,Catulo_Carmen_005.txt,5,"nobis, cum semel occidit brevis lux,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,1,0
nobis cum semel occidit brevis lux,nobis cum semel occidit brevis lux,0,Catulo_Carmen_005.txt,5,"nobis, cum semel occidit brevis lux,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,texto_completo,,0
nobis cum semel occidit brevis lux,nobis cum semel occidit brevis lux,0,Catulo_Carmen_005.txt,5,"nobis, cum semel occidit brevis lux,",DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,texto_completo,1,0
nox est perpetua,nox est perpetua,0,Catulo_Carmen_005.txt,6,nox est perpetua una dormienda.,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,,0
nox est perpetua,nox est perpetua,0,Catulo_Carmen_005.txt,6,nox est perpetua una dormienda.,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,1,0
est perpetua una,est perpetua una,0,Catulo_Carmen_005.txt,6,nox est perpetua una dormienda.,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,,0
est perpetua una,est perpetua una,0,Catulo_Carmen_005.txt,6,nox est perpetua una dormienda.,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,1,0
perpetua una dormienda,perpetua una dormienda,0,Catulo_Carmen_005.txt,6,nox est perpetua una dormienda.,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,,0
perpetua una dormienda,perpetua una dormienda,0,Catulo_Carmen_005.txt,6,nox est perpetua una dormienda.,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,1,0
nox est perpetua una,nox est perpetua una,0,Catulo_Carmen_005.txt,6,nox est perpetua una dormienda.,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,,0
nox est perpetua una,nox est perpetua una,0,Catulo_Carmen_005.txt,6,nox est perpetua una dormienda.,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,1,0
est perpetua una dormienda,est perpetua una dormienda,0,Catulo_Carmen_005.txt,6,nox est perpetua una dormienda.,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,,0
est perpetua una dormienda,est perpetua una dormienda,0,Catulo_Carmen_005.txt,6,nox est perpetua una dormienda.,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,ngrama,1,0
nox est perpetua una dormienda,nox est perpetua una dormienda,0,Catulo_Carmen_005.txt,6,nox est perpetua una dormienda.,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,texto_completo,,0
nox est perpetua una dormienda,nox est perpetua una dormienda,0,Catulo_Carmen_005.txt,6,nox est perpetua una dormienda.,DiccLine 1,INVITACIÓN AL DISFRUTE VITAL,texto_completo,1,0
da mi basia,da mi basia,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 3,BESOS,ngrama,,0
da mi basia,da mi basia,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 3,BESOS,ngrama,1,0
mi basia mille,mi basia mille,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 3,BESOS,ngrama,,0
mi basia mille,mi basia mille,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 3,BESOS,ngrama,1,0
basia mille deinde,basia mille deinde,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 3,BESOS,ngrama,,0
basia mille deinde,basia mille deinde,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 3,BESOS,ngrama,1,0
mille deinde centum,mille deinde centum,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 3,BESOS,ngrama,,0
mille deinde centum,mille deinde centum,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 3,BESOS,ngrama,1,0
da mi basia mille,da mi basia mille,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 3,BESOS,ngrama,,0
da mi basia mille,da mi basia mille,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 3,BESOS,ngrama,1,0
mi basia mille deinde,mi basia mille deinde,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 3,BESOS,ngrama,,0
mi basia mille deinde,mi basia mille deinde,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 3,BESOS,ngrama,1,0
basia mille deinde centum,basia mille deinde centum,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 3,BESOS,ngrama,,0
basia mille deinde centum,basia mille deinde centum,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 3,BESOS,ngrama,1,0
da mi basia mille deinde,da mi basia mille deinde,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 3,BESOS,ngrama,,0
da mi basia mille deinde,da mi basia mille deinde,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 3,BESOS,ngrama,1,0
mi basia mille deinde centum,mi basia mille deinde centum,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 3,BESOS,ngrama,,0
mi basia mille deinde centum,mi basia mille deinde centum,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 3,BESOS,ngrama,1,0
da mi basia mille deinde centum,da mi basia mille deinde centum,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 3,BESOS,texto_completo,,0
da mi basia mille deinde centum,da mi basia mille deinde centum,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 3,BESOS,texto_completo,1,0
da mi basia,da mi basia,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,,0
da mi basia,da mi basia,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,1,0
mi basia mille,mi basia mille,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,,0
mi basia mille,mi basia mille,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,1,0
basia mille deinde,basia mille deinde,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,,0
basia mille deinde,basia mille deinde,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,1,0
mille deinde centum,mille deinde centum,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,,0
mille deinde centum,mille deinde centum,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,1,0
da mi basia mille,da mi basia mille,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,,0
da mi basia mille,da mi basia mille,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,1,0
mi basia mille deinde,mi basia mille deinde,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,,0
mi basia mille deinde,mi basia mille deinde,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,1,0
basia mille deinde centum,basia mille deinde centum,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,,0
basia mille deinde centum,basia mille deinde centum,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,1,0
da mi basia mille deinde,da mi basia mille deinde,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,,0
da mi basia mille deinde,da mi basia mille deinde,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,1,0
mi basia mille deinde centum,mi basia mille deinde centum,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,,0
mi basia mille deinde centum,mi basia mille deinde centum,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,1,0
da mi basia mille deinde centum,da mi basia mille deinde centum,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,texto_completo,,0
da mi basia mille deinde centum,da mi basia mille deinde centum,0,Catulo_Carmen_005.txt,7,"da mi basia mille, deinde centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,texto_completo,1,0
dein mille altera,dein mille altera,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 3,BESOS,ngrama,,0
dein mille altera,dein mille altera,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 3,BESOS,ngrama,1,0
mille altera dein,mille altera dein,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 3,BESOS,ngrama,,0
mille altera dein,mille altera dein,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 3,BESOS,ngrama,1,0
altera dein secunda,altera dein secunda,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 3,BESOS,ngrama,,0
altera dein secunda,altera dein secunda,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 3,BESOS,ngrama,1,0
dein secunda centum,dein secunda centum,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 3,BESOS,ngrama,,0
dein secunda centum,dein secunda centum,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 3,BESOS,ngrama,1,0
dein mille altera dein,dein mille altera dein,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 3,BESOS,ngrama,,0
dein mille altera dein,dein mille altera dein,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 3,BESOS,ngrama,1,0
mille altera dein secunda,mille altera dein secunda,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 3,BESOS,ngrama,,0
mille altera dein secunda,mille altera dein secunda,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 3,BESOS,ngrama,1,0
altera dein secunda centum,altera dein secunda centum,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 3,BESOS,ngrama,,0
altera dein secunda centum,altera dein secunda centum,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 3,BESOS,ngrama,1,0
dein mille altera dein secunda,dein mille altera dein secunda,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 3,BESOS,ngrama,,0
dein mille altera dein secunda,dein mille altera dein secunda,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 3,BESOS,ngrama,1,0
mille altera dein secunda centum,mille altera dein secunda centum,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 3,BESOS,ngrama,,0
mille altera dein secunda centum,mille altera dein secunda centum,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 3,BESOS,ngrama,1,0
dein mille altera dein secunda centum,dein mille altera dein secunda centum,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 3,BESOS,texto_completo,,0
dein mille altera dein secunda centum,dein mille altera dein secunda centum,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 3,BESOS,texto_completo,1,0
dein mille altera,dein mille altera,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,,0
dein mille altera,dein mille altera,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,1,0
mille altera dein,mille altera dein,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,,0
mille altera dein,mille altera dein,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,1,0
altera dein secunda,altera dein secunda,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,,0
altera dein secunda,altera dein secunda,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,1,0
dein secunda centum,dein secunda centum,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,,0
dein secunda centum,dein secunda centum,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,1,0
dein mille altera dein,dein mille altera dein,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,,0
dein mille altera dein,dein mille altera dein,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,1,0
mille altera dein secunda,mille altera dein secunda,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,,0
mille altera dein secunda,mille altera dein secunda,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,1,0
altera dein secunda centum,altera dein secunda centum,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,,0
altera dein secunda centum,altera dein secunda centum,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,1,0
dein mille altera dein secunda,dein mille altera dein secunda,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,,0
dein mille altera dein secunda,dein mille altera dein secunda,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,1,0
mille altera dein secunda centum,mille altera dein secunda centum,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,,0
mille altera dein secunda centum,mille altera dein secunda centum,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,ngrama,1,0
dein mille altera dein secunda centum,dein mille altera dein secunda centum,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,texto_completo,,0
dein mille altera dein secunda centum,dein mille altera dein secunda centum,0,Catulo_Carmen_005.txt,8,"dein mille altera, dein secunda centum,",DiccLine 5,AOJAMIENTO DE LOS AMANTES,texto_completo,1,0
mille deinde centum,mille deinde centum,0,Catulo_Carmen_005.txt,9,"deinde usque altera mille, deinde centum,",DiccLine 3,BESOS,ngrama,,0
mille deinde centum,mille deinde centum,0,Catulo_Carmen_005.txt,9,"deinde usque altera mille, deinde centum,",DiccLine 3,BESOS,ngrama,1,0
deinde usque altera,deinde usque altera,0,Catulo_Carmen_005.txt,9,"deinde usque altera mille, deinde centum,",DiccLine 3,BESOS,ngrama,,0
deinde usque altera,deinde usque altera,0,Catulo_Carmen_005.txt,9,"deinde usque altera mille, deinde centum,",DiccLine 3,BESOS,ngrama,1,0
usque altera mille,usque altera mille,0,Catulo_Carmen_005.txt,9,"deinde usque altera mille, deinde centum,",DiccLine 3,BESOS,ngrama,,0
usque altera mille,usque altera mille,0,Catulo_Carmen_005.txt,9,"deinde usque altera mille, deinde centum,",DiccLine 3,BESOS,ngrama,1,0
altera mille deinde,altera mille deinde,0,Catulo_Carmen_005.txt,9,"deinde usque altera mille, deinde centum,",DiccLine 3,BESOS,ngrama,,0
altera mille deinde,altera mille deinde,0,Catulo_Carmen_005.txt,9,"deinde usque altera mille, deinde centum,",DiccLine 3,BESOS,ngrama,1,0
deinde usque altera mille,deinde usque altera mille,0,Catulo_Carmen_005.txt,9,"deinde usque altera mille, deinde centum,",DiccLine 3,BESOS,ngrama,,0
deinde usque altera mille,deinde usque altera mille,0,Catulo_Carmen_005.txt,9,"deinde usque altera mille, deinde centum,",DiccLine 3,BESOS,ngrama,1,0
usque altera mille deinde,usque altera mille deinde,0,Catulo_Carmen_005.txt,9,"deinde usque altera mille, deinde centum,",DiccLine 3,BESOS,ngrama,,0
usque altera mille deinde,usque altera mille deinde,0,Catulo_Carmen_005.txt,9,"deinde usque altera mille, deinde centum,",DiccLine 3,BESOS,ngrama,1,0
altera mille deinde centum,altera mille deinde centum,0,Catulo_Carmen_005.txt,9,"deinde usque altera mille, deinde centum,",DiccLine 3,BESOS,ngrama,,0
altera mille deinde centum,altera mille deinde centum,0,Catulo_Carmen_005.txt,9,"deinde usque altera mille, deinde centum,",DiccLine 3,BESOS,ngrama,1,0
